car_list,,,,,,,,,,,,,,,,,,,,,,,,,
모델명,제조사,유종,배기량,공차중량,변속형식,도심주행연비,고속도로주행연비,복합연비,등급,CO2배출량,연비신고구분,국산/수입,자동차형식,자동차종류,승차정원,엔진형식,최고출력(ps/rpm),최고토크(kgm/rpm),연료공급방식,변속형식,굴림방식,타이어사이즈(전),타이어사이즈(후),연료탱크용량(ℓ),자동차유형
GV70 2.5T-GDI AWD 19인치,현대,휘발유,"2,497cc","1,895kg",자동8,8.5㎞/ℓ,11.5㎞/ℓ,9.7㎞/ℓ,4등급,176g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KR,304/5800,43/1650~4000,기타,자동8,AWD,235/55R19,235/55R19,66,다목적형
A4 45 TFSI quattro,아우디,휘발유,"1,984cc","1,645kg",자동7,9.4㎞/ℓ,12.1㎞/ℓ,10.5㎞/ℓ,4등급,164g/km,3개 부처 공동고시,수입,내연기관,승용차,5,DPA,265 / 5250 - 6500,37.7 / 1600 - 4500,직접분사,자동7,AWD,245/40 R18,245/40 R18,60,일반형
짚 체로키 2.4 FWD,크라이슬러,휘발유,"2,360cc","1,740kg",,8.5㎞/ℓ,12.5㎞/ℓ,10.0㎞/ℓ,4등급,172g/km,3개 부처 공동고시,수입,내연기관,승용차,5,B,177/6400,23.4/3900,MPI,자동9,FF,225/55R18,225/55R18,60,다목적형
Touareg 3.0 TDI,폭스바겐,경유,"2,967cc","2,249kg",자동8,9.5㎞/ℓ,11.5㎞/ℓ,10.3㎞/ℓ,4등급,188g/km,3개 부처 공동고시,수입,내연기관,승용차,5,DEN,286 / 3500-4000,61.183 / 2250-3250,직접분사,자동8,AWD,285/45 R20,285/45 R20,90,다목적형
S4 TFSI,아우디,휘발유,"2,995cc","1,720kg",자동8,8.6㎞/ℓ,12.3㎞/ℓ,9.9㎞/ℓ,4등급,175g/km,3개 부처 공동고시,수입,내연기관,승용차,5,CWG,354 / 5400 - 6400,50.99 / 1370 - 4500,직접분사,자동8,AWD,245/35 R19,245/35 R19,60,일반형
Mercedes-Benz C200 Coupe,벤츠,휘발유,"1,991cc","1,605kg",,9.5㎞/ℓ,13.0㎞/ℓ,10.8㎞/ℓ,4등급,158g/km,3개 부처 공동고시,수입,내연기관,승용차,4,264920,204/5800-6100,30.6/1600-4000,전자분사,자동9,FR,225/45 R18,245/40 R18,66,일반형
Mercedes-AMG A35 4MATIC (NEW),벤츠,휘발유,"1,991cc","1,555kg",자동7,9.3㎞/ℓ,12.0㎞/ℓ,10.3㎞/ℓ,4등급,174g/km,3개 부처 공동고시,수입,내연기관,승용차,5,260920,306/5800-6100,40.8/3000-4000,전자분사,자동7,AWD,235/35 R19,235/35 R19,51,일반형
재규어 F-Type P300 Convertible,재규어,휘발유,"1,997cc","1,650kg",자동8,8.4㎞/ℓ,12.3㎞/ℓ,9.8㎞/ℓ,4등급,172g/km,3개 부처 공동고시,수입,내연기관,승용차,2,PT204,"300/5,500","40.8/2,000~4,500",직접분사,자동8,FR,245/45R18,275/40R18,63,일반형
재규어 F-Type P300 Coupe,재규어,휘발유,"1,997cc","1,650kg",자동8,8.4㎞/ℓ,12.3㎞/ℓ,9.8㎞/ℓ,4등급,172g/km,3개 부처 공동고시,수입,내연기관,승용차,2,PT204,"300/5,500","40.8/2,000~4,500",직접분사,자동8,FR,245/45R18,275/40R18,63,일반형
짚 레니게이드 2.4 FWD,크라이슬러,휘발유,"2,360cc","1,465kg",,8.6㎞/ℓ,11.9㎞/ℓ,9.8㎞/ℓ,4등급,174g/km,3개 부처 공동고시,수입,내연기관,승용차,5,B,"175/6,400","23.5/3,900",MPI,자동9,FF,215/60R17,215/60R17,48,다목적형
S5 Coupe TFSI,아우디,휘발유,"2,995cc","1,705kg",자동8,8.2㎞/ℓ,11.5㎞/ℓ,9.5㎞/ℓ,4등급,183g/km,3개 부처 공동고시,수입,내연기관,승용차,4,CWG,354 / 5400 - 6400,50.99 / 1370 - 4500,직접분사,자동8,AWD,265/30Z R20,265/30 ZR20,60,일반형
BMW 640i xDrive,BMW,휘발유,"2,998cc","1,995kg",자동8,8.5㎞/ℓ,11.4㎞/ℓ,9.6㎞/ℓ,4등급,179g/km,3개 부처 공동고시,수입,내연기관,승용차,5,B58B30C,340/5500,45.89/1500-5200,직접분사,자동8,AWD,245/45 R19,275/40 R19,68,일반형
MINI Cooper S Countryman ALL4,MINI,휘발유,"1,998cc","1,665kg",자동8,9.5㎞/ℓ,12.8㎞/ℓ,10.7㎞/ℓ,4등급,159g/km,3개 부처 공동고시,수입,내연기관,승용차,5,B46A20A,192/5000,28.55/1350-4600,직접분사,자동8,AWD,225/45 R19,225/45 R19,61,다목적형
BMW X5 xDrive30d,BMW,경유,"2,993cc","2,330kg",자동8,10.0㎞/ℓ,11.6㎞/ℓ,10.7㎞/ℓ,4등급,181g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,B57D30B,286/4000,66.28/1500-2500,직접분사,자동8,AWD,275/40R21,315/35R21,80,다목적형
BMW X7 xDrive40d,BMW,경유,"2,993cc","2,545kg",자동8,9.7㎞/ℓ,11.8㎞/ℓ,10.5㎞/ℓ,4등급,184g/km,3개 부처 공동고시,수입,하이브리드,승용차,7,B57D30B,340/4400,71.38/1750-2250,직접분사,자동8,AWD,275/40 R22,315/35 R22,80,다목적형
BMW X7 xDrive40d,BMW,경유,"2,993cc","2,545kg",자동8,9.7㎞/ℓ,11.8㎞/ℓ,10.5㎞/ℓ,4등급,184g/km,3개 부처 공동고시,수입,하이브리드,승용차,6,B57D30B,340/4400,71.38/1750-2250,직접분사,자동8,AWD,275/40 R22,315/35 R22,80,다목적형
BMW X5 xDrive30d,BMW,경유,"2,993cc","2,330kg",자동8,10.0㎞/ℓ,11.6㎞/ℓ,10.7㎞/ℓ,4등급,181g/km,3개 부처 공동고시,수입,하이브리드,승용차,7,B57D30B,286/4000,66.28/1500-2500,직접분사,자동8,AWD,275/40R21,315/35R21,80,다목적형
BMW X6 xDrive30d,BMW,경유,"2,993cc","2,310kg",자동8,10.0㎞/ℓ,12.1㎞/ℓ,10.9㎞/ℓ,4등급,178g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,B57D30B,286/4000,66.28/1500-2500,직접분사,자동8,AWD,275/40R21,315/35R21,80,다목적형
싼타페(개조) 2.5T-GDI 2WD 7인 18인치(빌트인캠),현대,휘발유,"2,497cc","1,740kg",자동8,9.3㎞/ℓ,12.2㎞/ℓ,10.4㎞/ℓ,4등급,162g/km,3개 부처 공동고시,국산,내연기관,승용차,7,G4KP,281/5800,43/1700~4000,기타,자동8,2WD,235/60R18,235/60R18,67,다목적형
싼타페(개조) 2.5T-GDI 2WD 5인 18인치타이어,현대,휘발유,"2,497cc","1,690kg",자동8,9.6㎞/ℓ,12.8㎞/ℓ,10.8㎞/ℓ,4등급,156g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KP,281/5800,43/1700~4000,기타,자동8,2WD,235/60R18,235/60R18,67,다목적형
싼타페(개조) 2.5T-GDI 2WD 5인 18인치(빌트인캠),현대,휘발유,"2,497cc","1,690kg",자동8,9.6㎞/ℓ,12.7㎞/ℓ,10.8㎞/ℓ,4등급,156g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KP,281/5800,43/1700~4000,기타,자동8,2WD,235/60R18,235/60R18,67,다목적형
싼타페(개조) 2.5T-GDI AWD 7인 18인치타이어,현대,휘발유,"2,497cc","1,800kg",자동8,8.9㎞/ℓ,11.4㎞/ℓ,9.9㎞/ℓ,4등급,172g/km,3개 부처 공동고시,국산,내연기관,승용차,7,G4KP,281/5800,43/1700~4000,기타,자동8,AWD,235/60R18,235/60R18,67,다목적형
싼타페(개조) 2.5T-GDI 2WD 5인 20인치타이어,현대,휘발유,"2,497cc","1,725kg",자동8,9.2㎞/ℓ,11.5㎞/ℓ,10.1㎞/ℓ,4등급,167g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KP,281/5800,43/1700~4000,기타,자동8,2WD,255/45R20,255/45R20,67,다목적형
Mercedes-Benz C200,벤츠,휘발유,"1,991cc","1,530kg",,9.5㎞/ℓ,13.0㎞/ℓ,10.8㎞/ℓ,4등급,158g/km,3개 부처 공동고시,수입,내연기관,승용차,5,264920,204/5800-6100,30.6/1600-4000,전자분사,자동9,FR,225/45 R18,245/40 R18,66,일반형
싼타페(개조) 2.5T-GDI AWD 5인 18인치타이어,현대,휘발유,"2,497cc","1,750kg",자동8,8.9㎞/ℓ,11.4㎞/ℓ,9.9㎞/ℓ,4등급,172g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KP,281/5800,43/1700~4000,기타,자동8,AWD,235/60R18,235/60R18,67,다목적형
싼타페(개조) 2.5T-GDI 2WD 7인 20인치타이어,현대,휘발유,"2,497cc","1,775kg",자동8,9.2㎞/ℓ,11.5㎞/ℓ,10.1㎞/ℓ,4등급,167g/km,3개 부처 공동고시,국산,내연기관,승용차,7,G4KP,281/5800,43/1700~4000,기타,자동8,2WD,255/45R20,255/45R20,67,다목적형
Mercedes-Benz E250,벤츠,휘발유,"1,991cc","1,785kg",,9.1㎞/ℓ,11.7㎞/ℓ,10.1㎞/ℓ,4등급,177g/km,3개 부처 공동고시,수입,내연기관,승용차,5,274920,211/5500,35.7/1300-4000,전자분사,자동9,FR,245/45 R18,245/45 R18,66,일반형
싼타페(개조) 2.5T-GDI 2WD 7인 18인치타이어,현대,휘발유,"2,497cc","1,740kg",자동8,9.4㎞/ℓ,12.2㎞/ℓ,10.5㎞/ℓ,4등급,161g/km,3개 부처 공동고시,국산,내연기관,승용차,7,G4KP,281/5800,43/1700~4000,기타,자동8,2WD,235/60R18,235/60R18,67,다목적형
싼타페(개조) 2.5T-GDI AWD 5인 20인치타이어,현대,휘발유,"2,497cc","1,785kg",자동8,8.6㎞/ℓ,10.9㎞/ℓ,9.5㎞/ℓ,4등급,178g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KP,281/5800,43/1700~4000,기타,자동8,AWD,255/45R20,255/45R20,67,다목적형
싼타페(개조) 2.5T-GDI AWD 7인 20인치타이어,현대,휘발유,"2,497cc","1,835kg",자동8,8.6㎞/ℓ,10.9㎞/ℓ,9.5㎞/ℓ,4등급,178g/km,3개 부처 공동고시,국산,내연기관,승용차,7,G4KP,281/5800,43/1700~4000,기타,자동8,AWD,255/45R20,255/45R20,67,다목적형
Mercedes-Benz A250 4MATIC,벤츠,휘발유,"1,991cc","1,490kg",자동7,10.3㎞/ℓ,13.5㎞/ℓ,11.5㎞/ℓ,4등급,150g/km,3개 부처 공동고시,수입,내연기관,승용차,5,260920,224 / 5500,35.7/1800-4000,전자분사,자동7,AWD,225/45 R18,225/45 R18,51,일반형
쏘렌토(MQ4) 2.5T-GDI 4WD 7인 20인치타이어,기아,휘발유,"2,497cc","1,835kg",자동8,8.8㎞/ℓ,11.1㎞/ℓ,9.7㎞/ℓ,4등급,175g/km,3개 부처 공동고시,국산,내연기관,승용차,7,G4KP,281/5800,43/1700~4000,직접분사,자동8,4WD,255/45R20,255/45R20,67,다목적형
G70(IK PE) 3.3T-GDI 2WD 19인치(올시즌)_SP,현대,휘발유,"3,342cc","1,720kg",자동8,8.2㎞/ℓ,11.3㎞/ℓ,9.4㎞/ℓ,4등급,182g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DP,373/6000,52/1300~4500,직접분사,자동8,2WD,225/40R19,255/35R19,60,일반형
쏘렌토(MQ4) 2.5T-GDI 2WD 5인 18인치(빌트인캠),기아,휘발유,"2,497cc","1,700kg",자동8,9.8㎞/ℓ,12.7㎞/ℓ,10.9㎞/ℓ,4등급,154g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KP,281/5800,43/1700~4000,직접분사,자동8,FF,235/60R18,235/60R18,67,다목적형
G70(IK PE) 2.0T-GDI AWD 19인치(올시즌)_SP,현대,휘발유,"1,998cc","1,685kg",자동8,8.2㎞/ℓ,11.5㎞/ℓ,9.5㎞/ℓ,4등급,180g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KL,255/6200,36/1400~4000,직접분사,자동8,AWD,225/40R19,255/35R19,60,일반형
쏘렌토(MQ4) 2.5T-GDI 2WD 5인 18인치타이어,기아,휘발유,"2,497cc","1,700kg",자동8,9.8㎞/ℓ,12.9㎞/ℓ,11.0㎞/ℓ,4등급,153g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KP,281/5800,43/1700~4000,직접분사,자동8,FF,235/60R18,235/60R18,67,다목적형
Mercedes-AMG A35 4MATIC,벤츠,휘발유,"1,991cc","1,555kg",자동7,9.3㎞/ℓ,12.0㎞/ℓ,10.3㎞/ℓ,4등급,174g/km,3개 부처 공동고시,수입,내연기관,승용차,5,260920,306/5800-6100,40.8/3000-4000,전자분사,자동7,AWD,235/40 R18,235/40 R18,51,일반형
G70(IK PE) 2.0T-GDI AWD 19인치(올시즌),현대,휘발유,"1,998cc","1,685kg",자동8,8.2㎞/ℓ,11.5㎞/ℓ,9.5㎞/ℓ,4등급,180g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KL,252/6200,36/1400~4000,직접분사,자동8,AWD,225/40R19,255/35R19,60,일반형
쏘렌토(MQ4) 2.5T-GDI 2WD 6인 20인치타이어,기아,휘발유,"2,497cc","1,760kg",자동8,9.3㎞/ℓ,11.8㎞/ℓ,10.3㎞/ℓ,4등급,164g/km,3개 부처 공동고시,국산,내연기관,승용차,6,G4KP,281/5800,43/1700~4000,직접분사,자동8,FF,255/45R20,255/45R20,67,다목적형
쏘렌토(MQ4) 2.5T-GDI 4WD 7인 18인치타이어,기아,휘발유,"2,497cc","1,815kg",자동8,9.0㎞/ℓ,11.8㎞/ℓ,10.0㎞/ℓ,4등급,168g/km,3개 부처 공동고시,국산,내연기관,승용차,7,G4KP,281/5800,43/1700~4000,직접분사,자동8,4WD,235/60R18,235/60R18,67,다목적형
G70(IK PE) 2.0T-GDI 2WD 18인치(빌트인캠),현대,휘발유,"1,998cc","1,605kg",자동8,9.2㎞/ℓ,12.4㎞/ℓ,10.5㎞/ℓ,4등급,162g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KL,252/6200,36/1400~4000,직접분사,자동8,2WD,225/45R18,225/45R18,60,일반형
G70(IK PE) 3.3T-GDI 2WD 19인치(올시즌),현대,휘발유,"3,342cc","1,720kg",자동8,8.2㎞/ℓ,11.3㎞/ℓ,9.4㎞/ℓ,4등급,182g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DP,370/6000,52/1300~4500,직접분사,자동8,2WD,225/40R19,255/35R19,60,일반형
쏘렌토(MQ4) 2.5T-GDI 4WD 5인 20인치타이어,기아,휘발유,"2,497cc","1,785kg",자동8,8.8㎞/ℓ,11.1㎞/ℓ,9.7㎞/ℓ,4등급,175g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KP,281/5800,43/1700~4000,직접분사,자동8,4WD,255/45R20,255/45R20,67,다목적형
G70(IK PE) 2.0T-GDI 2WD 19인치(썸머),현대,휘발유,"1,998cc","1,620kg",자동8,9.0㎞/ℓ,12.6㎞/ℓ,10.4㎞/ℓ,4등급,163g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KL,252/6200,36/1400~4000,직접분사,자동8,2WD,225/40R19,255/35R19,60,일반형
G70(IK PE) 2.0T-GDI 2WD 18인치타이어,현대,휘발유,"1,998cc","1,605kg",자동8,9.5㎞/ℓ,12.5㎞/ℓ,10.7㎞/ℓ,4등급,158g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KL,252/6200,36/1400~4000,직접분사,자동8,2WD,225/45R18,225/45R18,60,일반형
쏘렌토(MQ4) 2.5T-GDI 4WD 6인 20인치타이어,기아,휘발유,"2,497cc","1,825kg",자동8,8.8㎞/ℓ,11.1㎞/ℓ,9.7㎞/ℓ,4등급,175g/km,3개 부처 공동고시,국산,내연기관,승용차,6,G4KP,281/5800,43/1700~4000,직접분사,자동8,4WD,255/45R20,255/45R20,67,다목적형
쏘렌토(MQ4) 2.5T-GDI 4WD 6인 18인치타이어,기아,휘발유,"2,497cc","1,805kg",자동8,9.0㎞/ℓ,11.8㎞/ℓ,10.0㎞/ℓ,4등급,168g/km,3개 부처 공동고시,국산,내연기관,승용차,6,G4KP,281/5800,43/1700~4000,직접분사,자동8,4WD,235/60R18,235/60R18,67,다목적형
G70(IK PE) 2.0T-GDI AWD 18인치타이어,현대,휘발유,"1,998cc","1,670kg",자동8,8.7㎞/ℓ,11.8㎞/ℓ,9.9㎞/ℓ,4등급,172g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KL,252/6200,36/1400~4000,직접분사,자동8,AWD,225/45R18,225/45R18,60,일반형
쏘렌토(MQ4) 2.5T-GDI 2WD 7인 20인치타이어,기아,휘발유,"2,497cc","1,770kg",자동8,9.3㎞/ℓ,11.8㎞/ℓ,10.3㎞/ℓ,4등급,164g/km,3개 부처 공동고시,국산,내연기관,승용차,7,G4KP,281/5800,43/1700~4000,직접분사,자동8,FF,255/45R20,255/45R20,67,다목적형
G70(IK PE) 2.0T-GDI 2WD 19인치(썸머)_SP,현대,휘발유,"1,998cc","1,620kg",자동8,9.0㎞/ℓ,12.6㎞/ℓ,10.4㎞/ℓ,4등급,163g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KL,255/6200,36/1400~4000,직접분사,자동8,2WD,225/40R19,255/35R19,60,일반형
쏘렌토(MQ4) 2.5T-GDI 2WD 6인 18인치타이어,기아,휘발유,"2,497cc","1,740kg",자동8,9.5㎞/ℓ,12.4㎞/ℓ,10.6㎞/ℓ,4등급,159g/km,3개 부처 공동고시,국산,내연기관,승용차,6,G4KP,281/5800,43/1700~4000,직접분사,자동8,FF,235/60R18,235/60R18,67,다목적형
G70(IK PE) 2.0T-GDI 2WD 19인치(올시즌)_SP,현대,휘발유,"1,998cc","1,620kg",자동8,9.3㎞/ℓ,12.3㎞/ℓ,10.5㎞/ℓ,4등급,162g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KL,255/6200,36/1400~4000,직접분사,자동8,2WD,225/40R19,255/35R19,60,일반형
G70(IK PE) 2.0T-GDI 2WD 19인치(올시즌),현대,휘발유,"1,998cc","1,620kg",자동8,9.3㎞/ℓ,12.3㎞/ℓ,10.5㎞/ℓ,4등급,162g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KL,252/6200,36/1400~4000,직접분사,자동8,2WD,225/40R19,255/35R19,60,일반형
G70(IK PE) 2.0T-GDI AWD 18인치(빌트인캠),현대,휘발유,"1,998cc","1,670kg",자동8,8.4㎞/ℓ,11.7㎞/ℓ,9.7㎞/ℓ,4등급,176g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KL,252/6200,36/1400~4000,직접분사,자동8,AWD,225/45R18,225/45R18,60,일반형
쏘렌토(MQ4) 2.5T-GDI 2WD 5인 20인치타이어,기아,휘발유,"2,497cc","1,720kg",자동8,9.3㎞/ℓ,11.8㎞/ℓ,10.3㎞/ℓ,4등급,164g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KP,281/5800,43/1700~4000,직접분사,자동8,FF,255/45R20,255/45R20,67,다목적형
쏘렌토(MQ4) 2.5T-GDI 2WD 7인 18인치타이어,기아,휘발유,"2,497cc","1,750kg",자동8,9.5㎞/ℓ,12.4㎞/ℓ,10.6㎞/ℓ,4등급,159g/km,3개 부처 공동고시,국산,내연기관,승용차,7,G4KP,281/5800,43/1700~4000,직접분사,자동8,FF,235/60R18,235/60R18,67,다목적형
쏘렌토(MQ4) 2.5T-GDI 4WD 5인 18인치타이어,기아,휘발유,"2,497cc","1,765kg",자동8,9.0㎞/ℓ,11.8㎞/ℓ,10.0㎞/ℓ,4등급,168g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KP,281/5800,43/1700~4000,직접분사,자동8,4WD,235/60R18,235/60R18,67,다목적형
레인지로버 스포츠 D300,랜드로버,경유,"2,997cc","2,440kg",자동8,9.5㎞/ℓ,12.1㎞/ℓ,10.5㎞/ℓ,4등급,185g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,DT306,"300/4,000","66.28/1,500-2,500",직접분사,자동8,4WD,275/45R21,275/45R21,86,다목적형
레인지로버 D300,랜드로버,경유,"2,997cc","2,580kg",자동8,9.6㎞/ℓ,12.3㎞/ℓ,10.6㎞/ℓ,4등급,183g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,DT306,"300/4,000","66.28/1,500-2,500",직접분사,자동8,4WD,275/45R21,275/45R21,86,다목적형
레인지로버 D350,랜드로버,경유,"2,997cc","2,705kg",자동8,8.6㎞/ℓ,10.9㎞/ℓ,9.5㎞/ℓ,4등급,206g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,DT306,"350/4,000","71.38/1,500-3,000",직접분사,자동8,4WD,275/45R21,275/45R21,86,다목적형
A5 Sportback 40 TFSI quattro,아우디,휘발유,"1,984cc","1,685kg",자동7,10.1㎞/ℓ,13.2㎞/ℓ,11.3㎞/ℓ,4등급,150g/km,3개 부처 공동고시,수입,내연기관,승용차,5,DMS,204 / 4475 - 6000,32.6 / 1450 - 4475,직접분사,자동7,AWD,255/35 R19,255/35 R19,60,일반형
토요타 RAV4,토요타,휘발유,"2,487cc","1,535kg",자동8,10.1㎞/ℓ,14.0㎞/ℓ,11.5㎞/ℓ,4등급,143g/km,3개 부처 공동고시,수입,내연기관,승용차,5,A25A,207/6600,24.8/4000-5000,전자분사,자동8,FF,225/65R17,225/65R17,55,다목적형
투싼 1.6T-GDI AWD 7DCT 18인치 (빌트인캠),현대,휘발유,"1,598cc","1,575kg",자동7,10.5㎞/ℓ,12.4㎞/ℓ,11.3㎞/ℓ,4등급,148g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4FP,180/5500,27.0/1500~4500,직접분사,자동7,AWD,235/60R18,235/60R18,54,다목적형
투싼 1.6T-GDI AWD 7DCT 19인치 (빌트인캠),현대,휘발유,"1,598cc","1,595kg",자동7,10.2㎞/ℓ,12.0㎞/ℓ,11.0㎞/ℓ,4등급,153g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4FP,180/5500,27.0/1500~4500,직접분사,자동7,AWD,235/55R19,235/55R19,54,다목적형
투싼 1.6T-GDI AWD 7DCT 19인치,현대,휘발유,"1,598cc","1,595kg",자동7,10.2㎞/ℓ,12.0㎞/ℓ,11.0㎞/ℓ,4등급,153g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4FP,180/5500,27.0/1500~4500,직접분사,자동7,AWD,235/55R19,235/55R19,54,다목적형
Mercedes-Benz GLB250 4MATIC,벤츠,휘발유,"1,991cc","1,720kg",자동8,9.5㎞/ℓ,12.1㎞/ℓ,10.5㎞/ℓ,4등급,170g/km,3개 부처 공동고시,수입,내연기관,승용차,5,260920,224/5500,35.7/1800-4000,전자분사,자동8,AWD,235/55 R18,235/55 R18,60,다목적형
Mercedes-Benz GLA250 4MATIC,벤츠,휘발유,"1,991cc","1,660kg",자동8,9.5㎞/ℓ,12.1㎞/ℓ,10.5㎞/ℓ,4등급,170g/km,3개 부처 공동고시,수입,내연기관,승용차,5,260920,224/5500,35.7/1800-4000,간접분사,자동8,AWD,235/50 R19,235/50 R19,51,다목적형
BMW 420i Coupe,BMW,휘발유,"1,998cc","1,595kg",자동8,10.3㎞/ℓ,13.5㎞/ℓ,11.5㎞/ℓ,4등급,145g/km,3개 부처 공동고시,수입,내연기관,승용차,4,B46B20B,184/5000,30.59/1400-4200,직접분사,자동8,FR,225/40R19,255/35R19,59,일반형
BMW 430i Coupe,BMW,휘발유,"1,998cc","1,630kg",자동8,10.0㎞/ℓ,13.0㎞/ℓ,11.1㎞/ℓ,4등급,150g/km,3개 부처 공동고시,수입,내연기관,승용차,4,B46B20B,258/5000,40.79/1500-4400,직접분사,자동8,FR,225/40R19,255/35R19,59,일반형
말리부 2.0 TURBO,한국지엠,휘발유,"1,998cc","1,470kg",자동6,9.1㎞/ℓ,13.0㎞/ℓ,10.5㎞/ℓ,4등급,163g/km,3개 부처 공동고시,국산,내연기관,승용차,5,LTG,253/5300,36.0/2000~5000,직접분사,자동6,FF,245/40R19,245/40R19,61.7,일반형
레인지로버 D350,랜드로버,경유,"2,997cc","2,755kg",자동8,8.6㎞/ℓ,10.9㎞/ℓ,9.5㎞/ℓ,4등급,206g/km,3개 부처 공동고시,수입,하이브리드,승용차,5,DT306,"350/4,000","71.38/1,500-3,000",직접분사,자동8,4WD,275/45R21,275/45R21,86,다목적형
MINI John Cooper Works Countryman ALL4,MINI,휘발유,"1,998cc","1,685kg",자동8,9.1㎞/ℓ,12.7㎞/ℓ,10.4㎞/ℓ,4등급,162g/km,3개 부처 공동고시,수입,내연기관,승용차,5,B48A20E,306/5000,45.89/1750-4500,직접분사,자동8,AWD,225/45R19,225/45R19,61,일반형
BMW 530i xDrive,BMW,휘발유,"1,998cc","1,760kg",자동8,9.6㎞/ℓ,13.3㎞/ℓ,11.0㎞/ℓ,4등급,153g/km,3개 부처 공동고시,수입,내연기관,승용차,5,B46B20B,252/5200,35.69/1450-4800,직접분사,자동8,AWD,245/45R18,275/40R18,68,일반형
스팅어(CK PE) 2.5T-GDI AWD_19인치(올시즌),기아,휘발유,"2,497cc","1,770kg",자동8,9.0㎞/ℓ,11.5㎞/ℓ,10.0㎞/ℓ,4등급,170g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KR,304/5800,43/1650~4000,기타,자동8,AWD,225/40R19,255/35R19,60,일반형
스팅어(CK PE) 2.5T-GDI 2WD_19인치(올시즌),기아,휘발유,"2,497cc","1,705kg",자동8,9.7㎞/ℓ,12.4㎞/ℓ,10.8㎞/ℓ,4등급,156g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KR,304/5800,43/1650~4000,기타,자동8,RR,225/40R19,255/35R19,60,일반형
스팅어(CK PE) 2.5T-GDI 2WD_19인치(썸머),기아,휘발유,"2,497cc","1,705kg",자동8,9.6㎞/ℓ,12.1㎞/ℓ,10.6㎞/ℓ,4등급,160g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KR,304/5800,43/1650~4000,기타,자동8,RR,225/40R19,255/35R19,60,일반형
스팅어(CK PE) 2.5T-GDI AWD_19인치(썸머),기아,휘발유,"2,497cc","1,770kg",자동8,8.9㎞/ℓ,11.5㎞/ℓ,9.9㎞/ℓ,4등급,172g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KR,304/5800,43/1650~4000,기타,자동8,AWD,225/40R19,255/35R19,60,일반형
스팅어(CK PE) 2.5T-GDI 2WD_18인치타이어,기아,휘발유,"2,497cc","1,690kg",자동8,9.8㎞/ℓ,13.4㎞/ℓ,11.2㎞/ℓ,4등급,151g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KR,304/5800,43/1650~4000,기타,자동8,RR,225/45R18,225/45R18,60,일반형
스팅어(CK PE) 2.5T-GDI AWD_18인치타이어,기아,휘발유,"2,497cc","1,755kg",자동8,9.1㎞/ℓ,11.8㎞/ℓ,10.2㎞/ℓ,4등급,166g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KR,304/5800,43/1650~4000,기타,자동8,AWD,225/45R18,225/45R18,60,일반형
BMW 540i xDrive,BMW,휘발유,"2,998cc","1,845kg",자동8,8.6㎞/ℓ,12.2㎞/ℓ,9.9㎞/ℓ,4등급,170g/km,3개 부처 공동고시,수입,내연기관,승용차,5,B58B30C,340/5500,45.89/1500-5200,직접분사,자동8,AWD,245/35R20,275/30R20,68,일반형
